subj	age	gender	condition	responseRing	speed	rt	correct	numTargets	numObjects	ageGroup
203	78	male	13.15	3	1.2	2.38794602884445	0	1	5	older
203	78	male	13.15	3	0.4	2.44910095399246	1	1	5	older
203	78	male	13.15	3	0.933333333333333	2.86685861286242	1	1	5	older
203	78	male	13.15	3	1.2	3.5997728764778	0	1	5	older
203	78	male	13.15	3	0.666666666666667	2.69123388722073	1	1	5	older
203	78	male	13.15	3	1.05	3.18885337607935	0	1	5	older
203	78	male	13.15	3	1.05	2.33945798233617	1	1	5	older
203	78	male	13.15	3	1.05	2.64510854182299	1	1	5	older
203	78	male	13.15	3	1.05	3.51510927220806	0	1	5	older
203	78	male	13.15	3	1.05	2.46958735596854	0	1	5	older
203	78	male	13.15	3	1.05	2.89728453895077	1	1	5	older
203	78	male	13.15	3	1.05	2.55694209074136	0	1	5	older
203	78	male	13.15	3	1.05	4.39964361756574	0	1	5	older
203	78	male	13.15	3	1.05	2.4175683890935	0	1	5	older
203	78	male	13.15	3	1.05	3.36888231895864	0	1	5	older
203	78	male	13.15	3	0.9	2.29771572363097	0	1	5	older
203	78	male	13.15	3	0.9	4.77494721882977	0	1	5	older
203	78	male	13.15	3	0.95	2.6550728189759	1	1	5	older
203	78	male	13.15	3	0.9	2.55889485846274	1	1	5	older
203	78	male	13.15	3	0.9	2.19177724502515	1	1	5	older
203	78	male	13.15	3	0.9	2.93871527258307	0	1	5	older
203	78	male	13.15	3	0.95	2.49970869976096	1	1	5	older
203	78	male	13.15	3	0.9	2.79987617477309	1	1	5	older
203	78	male	23.15	3	0.8	3.44744220329449	0	2	5	older
203	78	male	23.15	1	0.633333333333333	5.79893767507747	1	2	5	older
203	78	male	23.15	1	0.3	3.4315028010169	1	2	5	older
203	78	male	23.15	3	0.8	3.30679583689198	0	2	5	older
203	78	male	23.15	3	0.633333333333333	3.42913617577869	1	2	5	older
203	78	male	23.15	1	0.633333333333333	4.06997966021299	0	2	5	older
203	78	male	23.15	1	0.8	5.55089663097169	0	2	5	older
203	78	male	23.15	1	0.8	4.30963488167617	0	2	5	older
203	78	male	23.15	3	0.633333333333333	3.46363788936287	1	2	5	older
203	78	male	23.15	1	0.8	3.85175175545737	0	2	5	older
203	78	male	23.15	1	0.633333333333333	4.02775622787885	0	2	5	older
203	78	male	23.15	1	0.466666666666667	5.10924481111579	0	2	5	older
203	78	male	23.15	3	0.3	3.14174636418466	1	2	5	older
203	78	male	23.15	1	0.466666666666667	3.07334817701485	1	2	5	older
203	78	male	23.15	1	0.466666666666667	3.73958941467572	1	2	5	older
203	78	male	23.15	3	0.3	3.25889039086178	1	2	5	older
203	78	male	23.15	3	0.3	4.25168939004652	1	2	5	older
203	78	male	23.15	3	0.466666666666667	2.95180929102935	1	2	5	older
203	78	male	23.15	3	0.8	2.85703892924357	0	2	5	older
203	78	male	23.15	1	0.8	2.69145183404908	0	2	5	older
203	78	male	23.15	1	0.633333333333333	4.14101917017251	1	2	5	older
203	78	male	23.15	3	0.3	2.63520524138585	1	2	5	older
203	78	male	23.15	1	0.466666666666667	3.4849148769863	0	2	5	older
203	78	male	23.15	1	0.466666666666667	2.49952275073156	1	2	5	older
203	78	male	23.15	1	0.3	2.67728317459114	1	2	5	older
203	78	male	23.15	3	0.633333333333333	3.73166544619016	1	2	5	older
203	78	male	23.15	3	0.466666666666667	2.77332378632855	0	2	5	older
203	78	male	23.15	1	0.466666666666667	3.71552681259345	1	2	5	older
203	78	male	23.15	1	0.3	2.5973410482984	1	2	5	older
203	78	male	23.15	3	0.633333333333333	2.64945238584187	1	2	5	older
203	78	male	23.15	1	0.8	3.99540983373299	1	2	5	older
203	78	male	23.15	1	0.3	3.08941677771509	1	2	5	older
203	78	male	23.15	1	0.65	3.3794729670044	0	2	5	older
203	78	male	23.15	3	0.6	2.62741439545061	0	2	5	older
203	78	male	23.15	1	0.55	2.69111555593554	0	2	5	older
203	78	male	23.15	1	0.55	2.9576606513001	1	2	5	older
203	78	male	23.15	1	0.55	3.85772295633797	1	2	5	older
203	78	male	23.15	3	0.55	2.70725539687555	1	2	5	older
203	78	male	23.15	1	0.6	5.24103655770887	1	2	5	older
203	78	male	23.15	1	0.65	3.34103794628754	0	2	5	older
203	78	male	23.15	3	0.55	2.89769296289887	1	2	5	older
203	78	male	23.15	3	0.6	3.16110137419309	1	2	5	older
203	78	male	23.15	3	0.65	3.18377086718101	1	2	5	older
203	78	male	23.15	3	0.75	2.70988706010394	1	2	5	older
203	78	male	23.15	3	0.8	2.45752571744379	1	2	5	older
203	78	male	23.15	1	0.85	2.30293950554915	0	2	5	older
203	78	male	23.15	1	0.8	2.9588122679852	0	2	5	older
203	78	male	23.15	1	0.75	3.05604796519037	0	2	5	older
203	78	male	23.15	1	0.65	2.9469359748764	1	2	5	older
203	78	male	23.15	3	0.7	2.93764908378944	1	2	5	older
203	78	male	33.15	3	0.2	3.38724238041323	1	3	5	older
203	78	male	33.15	1	0.6	3.33699989190791	0	3	5	older
203	78	male	33.15	3	0.466666666666667	3.0127390245907	1	3	5	older
203	78	male	33.15	2	0.333333333333333	5.64958399918396	0	3	5	older
203	78	male	33.15	3	0.2	10.3598009982379	1	3	5	older
203	78	male	33.15	3	0.6	3.00729578640312	0	3	5	older
203	78	male	33.15	2	0.466666666666667	7.2035602616379	0	3	5	older
203	78	male	33.15	3	0.6	4.72911226795986	1	3	5	older
203	78	male	33.15	1	0.333333333333333	7.44696676521562	1	3	5	older
203	78	male	33.15	3	0.333333333333333	3.14513148355763	1	3	5	older
203	78	male	33.15	1	0.2	5.45897104940377	0	3	5	older
203	78	male	33.15	3	0.466666666666667	3.54172444867436	0	3	5	older
203	78	male	33.15	1	0.466666666666667	4.60318667301908	0	3	5	older
203	78	male	33.15	2	0.466666666666667	4.08741993783042	0	3	5	older
203	78	male	33.15	2	0.333333333333333	4.53718741075136	0	3	5	older
203	78	male	33.15	3	0.466666666666667	3.0310480708722	1	3	5	older
203	78	male	33.15	1	0.333333333333333	3.3133922010893	0	3	5	older
203	78	male	33.15	2	0.466666666666667	5.10337926319335	0	3	5	older
203	78	male	33.15	1	0.6	6.29539377440233	0	3	5	older
203	78	male	33.15	1	0.2	4.95127046119887	0	3	5	older
203	78	male	33.15	3	0.6	3.44151024497114	1	3	5	older
203	78	male	33.15	2	0.333333333333333	3.8315113739809	0	3	5	older
203	78	male	33.15	1	0.466666666666667	4.371676083887	1	3	5	older
203	78	male	33.15	3	0.2	3.83107910270337	1	3	5	older
203	78	male	33.15	3	0.333333333333333	3.24719340587035	1	3	5	older
203	78	male	33.15	1	0.6	3.33354745665565	1	3	5	older
203	78	male	33.15	1	0.2	2.54286882071756	0	3	5	older
203	78	male	33.15	2	0.6	3.04765308659989	0	3	5	older
203	78	male	33.15	2	0.2	2.37314707436599	1	3	5	older
203	78	male	33.15	1	0.333333333333333	2.47890896163881	0	3	5	older
203	78	male	33.15	2	0.6	2.79414707003161	1	3	5	older
